song_id,song_name,tags,artist,language
429,"Song,429","Song,hip-hop,artist-181,429",Artist 3,Tamil
430,"Song,430","Song,430,artist-182,r&b",Artist 171,Kannada
431,"Song,431","Song,artist-178,431,r&b",Artist 142,Hindi
432,"Song,432","Song,artist-50,pop,432",Artist 77,Malayalam
433,"Song,433","Song,classical,artist-72,433",Artist 170,Gujarati
434,"Song,434","artist-70,Song,jazz,434",Artist 27,Kannada
435,"Song,435","Song,435,artist-11,rock",Artist 35,Punjabi
436,"Song,436","artist-191,Song,jazz,436",Artist 68,English
437,"Song,437","437,Song,artist-76,r&b",Artist 30,Marathi
438,"Song,438","438,Song,artist-49,rock",Artist 28,Telugu
439,"Song,439","439,Song,hip-hop,artist-47",Artist 191,Malayalam
440,"Song,440","Song,440,classical,artist-195",Artist 142,Malayalam
441,"Song,441","Song,441,artist-40,r&b",Artist 40,Telugu
442,"Song,442","Song,artist-30,442,r&b",Artist 70,Marathi
443,"Song,443","Song,hip-hop,443,artist-190",Artist 73,Hindi
444,"Song,444","artist-147,Song,444,pop",Artist 155,Marathi
445,"Song,445","445,Song,artist-4,rock",Artist 54,Bengali
446,"Song,446","country,Song,446,artist-106",Artist 184,Marathi
447,"Song,447","Song,447,artist-138,r&b",Artist 88,English
448,"Song,448","Song,448,artist-32,r&b",Artist 53,Kannada
449,"Song,449","Song,hip-hop,artist-172,449",Artist 176,Punjabi
450,"Song,450","450,Song,artist-179,pop",Artist 163,Telugu
451,"Song,451","Song,artist-189,edm,451",Artist 68,Hindi
452,"Song,452","Song,folk,452,artist-93",Artist 130,Malayalam
453,"Song,453","Song,jazz,453,artist-118",Artist 126,Hindi
454,"Song,454","Song,454,artist-172,r&b",Artist 65,Telugu
455,"Song,455","artist-171,Song,hip-hop,455",Artist 14,Gujarati
456,"Song,456","Song,456,jazz,artist-116",Artist 24,English
457,"Song,457","Song,457,pop,artist-93",Artist 163,English
458,"Song,458","Song,artist-1,jazz,458",Artist 109,Marathi
459,"Song,459","Song,459,artist-163,pop",Artist 71,Telugu
460,"Song,460","artist-99,Song,classical,460",Artist 12,Tamil
461,"Song,461","country,Song,461,artist-145",Artist 1,Gujarati
462,"Song,462","Song,artist-109,rock,462",Artist 86,Telugu
463,"Song,463","Song,hip-hop,463,artist-116",Artist 198,Hindi
464,"Song,464","Song,jazz,464,artist-172",Artist 34,Bengali
465,"Song,465","artist-88,Song,465,jazz",Artist 164,Telugu
466,"Song,466","Song,hip-hop,466,artist-111",Artist 68,Gujarati
467,"Song,467","Song,artist-47,467,rock",Artist 42,Telugu
468,"Song,468","country,Song,artist-176,468",Artist 190,Telugu
469,"Song,469","artist-107,Song,469,rock",Artist 114,Marathi
470,"Song,470","Song,artist-97,470,rock",Artist 142,Tamil
471,"Song,471","Song,artist-6,471,rock",Artist 181,Gujarati
472,"Song,472","artist-147,Song,472,rock",Artist 110,English
473,"Song,473","Song,artist-3,473,pop",Artist 144,Punjabi
474,"Song,474","474,Song,artist-164,edm",Artist 3,Tamil
475,"Song,475","475,Song,artist-4,rock",Artist 29,Tamil
476,"Song,476","Song,artist-22,476,r&b",Artist 20,Bengali
477,"Song,477","Song,artist-86,477,edm",Artist 177,Punjabi
478,"Song,478","Song,folk,artist-100,478",Artist 39,Tamil
479,"Song,479","479,Song,artist-66,r&b",Artist 140,Hindi
480,"Song,480","Song,artist-19,480,pop",Artist 10,English
481,"Song,481","artist-94,Song,hip-hop,481",Artist 95,Tamil
482,"Song,482","Song,artist-76,482,pop",Artist 150,English
483,"Song,483","Song,artist-158,483,r&b",Artist 142,Marathi
484,"Song,484","artist-18,Song,edm,484",Artist 38,Telugu
485,"Song,485","Song,hip-hop,artist-133,485",Artist 111,Gujarati
486,"Song,486","Song,486,pop,artist-167",Artist 33,Marathi
487,"Song,487","artist-79,Song,jazz,487",Artist 11,English
488,"Song,488","artist-83,Song,488,rock",Artist 79,Tamil
489,"Song,489","Song,classical,artist-200,489",Artist 94,Punjabi
490,"Song,490","Song,edm,artist-132,490",Artist 11,English
491,"Song,491","491,Song,jazz,artist-155",Artist 92,Tamil
492,"Song,492","country,Song,492,artist-84",Artist 54,Kannada
493,"Song,493","Song,hip-hop,493,artist-63",Artist 175,Bengali
494,"Song,494","artist-12,Song,494,pop",Artist 64,Hindi
495,"Song,495","country,Song,495,artist-94",Artist 171,Hindi
496,"Song,496","Song,artist-122,496,pop",Artist 27,Malayalam
497,"Song,497","Song,artist-158,497,rock",Artist 91,Malayalam
498,"Song,498","Song,hip-hop,498,artist-110",Artist 200,Marathi
499,"Song,499","country,Song,artist-187,499",Artist 144,Bengali
500,"Song,500","country,Song,artist-21,500",Artist 105,Gujarati
501,"Song,501","Song,classical,artist-73,501",Artist 159,Hindi
502,"Song,502","Song,artist-17,502,edm",Artist 192,Malayalam
503,"Song,503","Song,artist-35,jazz,503",Artist 40,Bengali
504,"Song,504","country,Song,504,artist-73",Artist 61,Telugu
505,"Song,505","505,Song,artist-134,pop",Artist 42,Gujarati
506,"Song,506","Song,folk,artist-29,506",Artist 46,English
507,"Song,507","Song,folk,507,artist-189",Artist 106,Bengali
508,"Song,508","508,Song,artist-55,edm",Artist 7,Punjabi
509,"Song,509","Song,artist-108,classical,509",Artist 46,Malayalam
510,"Song,510","country,Song,artist-117,510",Artist 189,English
511,"Song,511","511,Song,classical,artist-103",Artist 86,English
512,"Song,512","Song,folk,artist-180,512",Artist 106,Malayalam
513,"Song,513","artist-127,Song,513,folk",Artist 172,Kannada
514,"Song,514","Song,hip-hop,artist-111,514",Artist 189,Kannada
515,"Song,515","country,Song,515,artist-41",Artist 64,Hindi
516,"Song,516","Song,jazz,516,artist-180",Artist 69,Malayalam
517,"Song,517","Song,517,pop,artist-174",Artist 41,Malayalam
518,"Song,518","artist-124,Song,518,edm",Artist 180,Hindi
519,"Song,519","Song,artist-136,519,pop",Artist 28,Hindi
520,"Song,520","artist-137,Song,pop,520",Artist 98,Marathi
521,"Song,521","Song,artist-165,pop,521",Artist 10,Gujarati
522,"Song,522","Song,hip-hop,artist-84,522",Artist 121,Tamil
523,"Song,523","country,Song,artist-59,523",Artist 57,Hindi
524,"Song,524","Song,artist-188,jazz,524",Artist 52,Tamil
525,"Song,525","Song,artist-110,525,r&b",Artist 118,Punjabi
526,"Song,526","Song,526,artist-180,r&b",Artist 90,Gujarati
527,"Song,527","Song,527,artist-59,edm",Artist 79,Gujarati
528,"Song,528","country,Song,528,artist-186",Artist 59,Bengali
529,"Song,529","Song,529,artist-197,edm",Artist 58,Marathi
530,"Song,530","Song,artist-136,530,rock",Artist 7,Kannada
531,"Song,531","Song,artist-111,531,r&b",Artist 169,Gujarati
532,"Song,532","Song,532,artist-77,edm",Artist 50,Bengali
533,"Song,533","Song,533,artist-117,r&b",Artist 103,Punjabi
534,"Song,534","country,Song,artist-97,534",Artist 85,Malayalam
535,"Song,535","artist-43,Song,535,pop",Artist 72,Bengali
536,"Song,536","Song,artist-79,536,pop",Artist 18,Gujarati
537,"Song,537","Song,537,artist-4,rock",Artist 198,Kannada
538,"Song,538","Song,jazz,artist-44,538",Artist 72,Hindi
539,"Song,539","Song,jazz,artist-193,539",Artist 90,Hindi
540,"Song,540","540,Song,hip-hop,artist-104",Artist 165,Bengali
541,"Song,541","541,Song,jazz,artist-182",Artist 131,Telugu
542,"Song,542","artist-40,Song,542,hip-hop",Artist 103,Kannada
543,"Song,543","Song,543,artist-112,r&b",Artist 174,Malayalam
544,"Song,544","Song,544,artist-48,rock",Artist 138,Telugu
545,"Song,545","Song,545,artist-60,r&b",Artist 85,Kannada
546,"Song,546","Song,546,artist-99,r&b",Artist 8,Marathi
547,"Song,547","547,Song,folk,artist-190",Artist 30,Malayalam
548,"Song,548","artist-170,Song,548,r&b",Artist 67,Kannada
549,"Song,549","Song,549,classical,artist-19",Artist 46,Kannada
550,"Song,550","country,Song,artist-89,550",Artist 149,Hindi
551,"Song,551","Song,artist-33,551,rock",Artist 68,Marathi
552,"Song,552","Song,hip-hop,552,artist-52",Artist 10,Kannada
553,"Song,553","553,Song,artist-128,jazz",Artist 28,Marathi
554,"Song,554","country,Song,artist-99,554",Artist 153,Punjabi
555,"Song,555","Song,555,artist-102,r&b",Artist 112,Marathi
556,"Song,556","Song,556,artist-116,rock",Artist 89,Tamil
557,"Song,557","Song,artist-105,557,pop",Artist 187,Malayalam
558,"Song,558","Song,artist-128,classical,558",Artist 81,Hindi
559,"Song,559","country,Song,artist-163,559",Artist 112,Hindi
560,"Song,560","country,Song,560,artist-65",Artist 156,Hindi
561,"Song,561","561,Song,artist-110,classical",Artist 131,Hindi
562,"Song,562","artist-46,Song,562,r&b",Artist 30,Kannada
563,"Song,563","Song,563,pop,artist-192",Artist 99,Hindi
564,"Song,564","564,Song,hip-hop,artist-172",Artist 148,Marathi
565,"Song,565","Song,565,artist-103,jazz",Artist 49,Tamil
566,"Song,566","Song,artist-113,pop,566",Artist 66,Bengali
567,"Song,567","567,Song,jazz,artist-18",Artist 12,English
568,"Song,568","Song,artist-128,568,r&b",Artist 182,Gujarati
569,"Song,569","Song,artist-154,569,r&b",Artist 112,Bengali
570,"Song,570","Song,artist-31,570,r&b",Artist 1,Bengali
571,"Song,571","artist-174,Song,pop,571",Artist 134,Marathi
572,"Song,572","artist-170,Song,jazz,572",Artist 138,Hindi
573,"Song,573","Song,573,artist-51,rock",Artist 176,Kannada
574,"Song,574","country,Song,artist-75,574",Artist 185,Marathi
575,"Song,575","Song,folk,artist-195,575",Artist 190,Kannada
576,"Song,576","Song,folk,576,artist-106",Artist 189,English
577,"Song,577","country,Song,artist-73,577",Artist 172,Punjabi
578,"Song,578","Song,folk,artist-80,578",Artist 51,Gujarati
579,"Song,579","Song,jazz,579,artist-120",Artist 94,Punjabi
580,"Song,580","country,Song,580,artist-46",Artist 111,Marathi
581,"Song,581","Song,581,artist-67,edm",Artist 18,Hindi
582,"Song,582","Song,artist-35,classical,582",Artist 171,Gujarati
583,"Song,583","Song,classical,artist-133,583",Artist 85,Bengali
584,"Song,584","584,Song,classical,artist-100",Artist 160,Telugu
585,"Song,585","country,Song,585,artist-126",Artist 81,Tamil
586,"Song,586","Song,artist-62,jazz,586",Artist 170,Malayalam
587,"Song,587","Song,587,artist-11,pop",Artist 32,Telugu
588,"Song,588","Song,588,jazz,artist-100",Artist 185,Hindi
589,"Song,589","country,Song,artist-108,589",Artist 77,Marathi
590,"Song,590","Song,artist-86,590,rock",Artist 130,Bengali
591,"Song,591","Song,folk,591,artist-174",Artist 80,Marathi
592,"Song,592","country,Song,artist-191,592",Artist 171,Hindi
593,"Song,593","country,Song,artist-56,593",Artist 105,Punjabi
594,"Song,594","Song,artist-6,594,pop",Artist 84,Gujarati
595,"Song,595","Song,595,artist-40,rock",Artist 104,Telugu
596,"Song,596","Song,hip-hop,596,artist-19",Artist 179,Kannada
597,"Song,597","Song,597,artist-24,rock",Artist 76,Bengali
598,"Song,598","598,Song,artist-13,r&b",Artist 142,Gujarati
599,"Song,599","599,Song,jazz,artist-19",Artist 33,Gujarati
600,"Song,600","Song,600,jazz,artist-33",Artist 50,Bengali
601,"Song,601","Song,artist-68,601,rock",Artist 108,English
602,"Song,602","Song,602,artist-24,r&b",Artist 171,Gujarati
603,"Song,603","country,Song,artist-110,603",Artist 98,Punjabi
604,"Song,604","artist-114,Song,604,rock",Artist 174,English
605,"Song,605","Song,artist-198,605,r&b",Artist 192,Tamil
606,"Song,606","Song,606,pop,artist-153",Artist 45,Punjabi
607,"Song,607","Song,folk,607,artist-168",Artist 158,Punjabi
608,"Song,608","608,Song,jazz,artist-187",Artist 146,Marathi
609,"Song,609","Song,artist-125,edm,609",Artist 78,Marathi
610,"Song,610","Song,folk,610,artist-141",Artist 104,English
611,"Song,611","Song,artist-122,611,r&b",Artist 141,Tamil
612,"Song,612","612,artist-114,Song,pop",Artist 1,Tamil
613,"Song,613","Song,artist-162,613,rock",Artist 78,Gujarati
614,"Song,614","Song,614,folk,artist-109",Artist 74,Kannada
615,"Song,615","artist-150,Song,615,r&b",Artist 54,Hindi
616,"Song,616","artist-94,Song,616,pop",Artist 111,Tamil
617,"Song,617","Song,jazz,617,artist-44",Artist 149,English
618,"Song,618","Song,618,artist-149,r&b",Artist 156,Hindi
619,"Song,619","artist-148,Song,hip-hop,619",Artist 168,Bengali
620,"Song,620","artist-142,Song,pop,620",Artist 83,Telugu
621,"Song,621","Song,621,artist-42,pop",Artist 120,Kannada
622,"Song,622","Song,artist-27,rock,622",Artist 114,Kannada
623,"Song,623","artist-12,Song,hip-hop,623",Artist 114,Malayalam
624,"Song,624","Song,artist-32,624,edm",Artist 173,Marathi
625,"Song,625","Song,artist-119,jazz,625",Artist 55,Tamil
626,"Song,626","Song,626,artist-1,pop",Artist 131,Marathi
627,"Song,627","Song,artist-3,edm,627",Artist 122,Punjabi
628,"Song,628","628,Song,folk,artist-189",Artist 189,Marathi
629,"Song,629","Song,artist-85,629,rock",Artist 44,Gujarati
630,"Song,630","Song,folk,artist-194,630",Artist 169,Gujarati
631,"Song,631","Song,artist-99,631,rock",Artist 22,Hindi
632,"Song,632","Song,632,artist-84,pop",Artist 73,English
633,"Song,633","Song,classical,artist-79,633",Artist 132,Tamil
634,"Song,634","country,Song,artist-1,634",Artist 170,Tamil
635,"Song,635","Song,folk,635,artist-58",Artist 163,Gujarati
636,"Song,636","Song,hip-hop,636,artist-93",Artist 159,English
637,"Song,637","Song,hip-hop,637,artist-103",Artist 86,Hindi
638,"Song,638","Song,638,artist-8,r&b",Artist 24,Punjabi
639,"Song,639","Song,artist-125,639,edm",Artist 193,Malayalam
640,"Song,640","640,Song,artist-98,rock",Artist 61,Kannada
641,"Song,641","artist-140,Song,jazz,641",Artist 173,Malayalam
642,"Song,642","642,Song,artist-171,edm",Artist 80,Gujarati
643,"Song,643","Song,643,jazz,artist-138",Artist 58,Malayalam
644,"Song,644","644,Song,jazz,artist-11",Artist 51,Kannada
645,"Song,645","Song,classical,artist-169,645",Artist 38,Punjabi
646,"Song,646","646,Song,classical,artist-37",Artist 7,Telugu
647,"Song,647","country,Song,647,artist-93",Artist 12,Bengali
648,"Song,648","Song,folk,artist-76,648",Artist 63,Hindi
649,"Song,649","649,Song,jazz,artist-23",Artist 122,Marathi
650,"Song,650","Song,artist-5,650,edm",Artist 157,Kannada
651,"Song,651","Song,artist-23,edm,651",Artist 197,Hindi
652,"Song,652","Song,artist-119,652,edm",Artist 19,Punjabi
653,"Song,653","Song,653,edm,artist-166",Artist 117,Gujarati
654,"Song,654","Song,folk,artist-122,654",Artist 107,Malayalam
655,"Song,655","country,Song,655,artist-138",Artist 162,Bengali
656,"Song,656","Song,artist-45,656,rock",Artist 148,Punjabi
657,"Song,657","Song,folk,657,artist-179",Artist 50,English
658,"Song,658","Song,artist-105,658,r&b",Artist 184,Telugu
659,"Song,659","Song,hip-hop,659,artist-56",Artist 179,Kannada
660,"Song,660","Song,artist-65,660,r&b",Artist 99,Gujarati
661,"Song,661","661,Song,edm,artist-166",Artist 127,English
662,"Song,662","Song,662,jazz,artist-200",Artist 103,English
663,"Song,663","663,Song,artist-199,jazz",Artist 63,Telugu
664,"Song,664","Song,664,artist-65,pop",Artist 38,Punjabi
665,"Song,665","Song,folk,artist-27,665",Artist 168,Telugu
666,"Song,666","Song,jazz,666,artist-84",Artist 177,Tamil
667,"Song,667","country,Song,artist-24,667",Artist 2,Punjabi
668,"Song,668","Song,folk,668,artist-115",Artist 193,Punjabi
669,"Song,669","Song,hip-hop,669,artist-156",Artist 198,Marathi
670,"Song,670","670,Song,hip-hop,artist-23",Artist 28,Hindi
671,"Song,671","artist-114,Song,671,jazz",Artist 200,English
672,"Song,672","672,Song,artist-25,edm",Artist 109,Malayalam
673,"Song,673","Song,artist-80,673,pop",Artist 57,Kannada
674,"Song,674","674,Song,artist-109,r&b",Artist 46,Tamil
675,"Song,675","Song,675,artist-66,rock",Artist 179,Tamil
676,"Song,676","Song,artist-97,edm,676",Artist 133,Kannada
677,"Song,677","Song,artist-52,677,jazz",Artist 119,Bengali
678,"Song,678","Song,hip-hop,artist-14,678",Artist 13,Telugu
679,"Song,679","Song,hip-hop,artist-62,679",Artist 143,Bengali
680,"Song,680","Song,folk,artist-75,680",Artist 64,Bengali
681,"Song,681","Song,artist-9,681,rock",Artist 32,Marathi
682,"Song,682","Song,682,pop,artist-166",Artist 117,Hindi
683,"Song,683","Song,artist-126,classical,683",Artist 35,Kannada
684,"Song,684","Song,684,artist-34,pop",Artist 119,English
685,"Song,685","Song,folk,artist-45,685",Artist 171,Kannada
686,"Song,686","artist-148,Song,686,classical",Artist 136,English
687,"Song,687","Song,folk,artist-145,687",Artist 144,Malayalam
688,"Song,688","Song,artist-77,688,r&b",Artist 153,Hindi
689,"Song,689","country,Song,689,artist-18",Artist 82,Marathi
690,"Song,690","artist-43,Song,folk,690",Artist 194,Gujarati
691,"Song,691","country,Song,artist-139,691",Artist 114,Kannada
692,"Song,692","692,Song,folk,artist-108",Artist 157,Gujarati
693,"Song,693","Song,folk,artist-192,693",Artist 185,Kannada
694,"Song,694","Song,694,jazz,artist-31",Artist 130,Kannada
695,"Song,695","Song,hip-hop,artist-38,695",Artist 110,Punjabi
696,"Song,696","Song,folk,696,artist-192",Artist 141,Hindi
697,"Song,697","Song,folk,artist-105,697",Artist 115,Kannada
698,"Song,698","Song,artist-32,698,edm",Artist 41,English
699,"Song,699","Song,hip-hop,artist-87,699",Artist 191,Marathi
700,"Song,700","Song,700,artist-178,rock",Artist 122,Tamil
701,"Song,701","Song,artist-108,classical,701",Artist 116,Gujarati
702,"Song,702","Song,hip-hop,artist-131,702",Artist 67,Malayalam
703,"Song,703","Song,703,artist-163,jazz",Artist 193,Marathi
704,"Song,704","704,Song,artist-85,pop",Artist 64,Hindi
705,"Song,705","Song,artist-48,rock,705",Artist 164,Kannada
706,"Song,706","Song,706,artist-40,pop",Artist 71,Hindi
707,"Song,707","Song,artist-89,707,edm",Artist 197,Telugu
708,"Song,708","Song,708,artist-13,rock",Artist 200,Kannada
709,"Song,709","Song,classical,709,artist-141",Artist 134,Gujarati
710,"Song,710","710,Song,pop,artist-196",Artist 125,Kannada
711,"Song,711","Song,711,pop,artist-120",Artist 161,Bengali
712,"Song,712","Song,edm,artist-186,712",Artist 62,Hindi
713,"Song,713","Song,classical,artist-37,713",Artist 71,Kannada
714,"Song,714","artist-29,Song,714,pop",Artist 113,Punjabi
715,"Song,715","Song,715,artist-80,jazz",Artist 20,Marathi
716,"Song,716","Song,716,pop,artist-69",Artist 183,Telugu
717,"Song,717","Song,artist-13,717,edm",Artist 74,Marathi
718,"Song,718","Song,718,artist-149,r&b",Artist 61,Tamil
719,"Song,719","Song,hip-hop,artist-111,719",Artist 70,Hindi
720,"Song,720","Song,720,pop,artist-168",Artist 86,Bengali
721,"Song,721","Song,721,artist-66,edm",Artist 82,Hindi
722,"Song,722","Song,artist-4,722,r&b",Artist 139,Bengali
723,"Song,723","723,Song,artist-169,r&b",Artist 21,Bengali
724,"Song,724","Song,artist-33,rock,724",Artist 36,Telugu
725,"Song,725","725,Song,classical,artist-67",Artist 39,Marathi
726,"Song,726","Song,726,artist-195,pop",Artist 60,Marathi
727,"Song,727","Song,hip-hop,artist-73,727",Artist 99,Tamil
728,"Song,728","Song,728,jazz,artist-197",Artist 178,Telugu
729,"Song,729","artist-171,Song,729,rock",Artist 40,Hindi
730,"Song,730","Song,jazz,artist-92,730",Artist 181,Tamil
731,"Song,731","731,Song,classical,artist-146",Artist 55,Punjabi
732,"Song,732","Song,folk,artist-92,732",Artist 17,Telugu
733,"Song,733","artist-107,Song,edm,733",Artist 107,Tamil
734,"Song,734","Song,folk,734,artist-91",Artist 105,Gujarati
735,"Song,735","Song,artist-55,edm,735",Artist 85,Tamil
736,"Song,736","736,Song,artist-158,r&b",Artist 139,Hindi
737,"Song,737","737,Song,hip-hop,artist-142",Artist 120,Tamil
738,"Song,738","738,Song,artist-72,edm",Artist 107,Malayalam
739,"Song,739","739,Song,folk,artist-153",Artist 16,Malayalam
740,"Song,740","Song,740,artist-103,jazz",Artist 53,Gujarati
741,"Song,741","country,Song,artist-184,741",Artist 108,Gujarati
742,"Song,742","country,Song,742,artist-109",Artist 100,Malayalam
743,"Song,743","country,Song,artist-25,743",Artist 198,Gujarati
744,"Song,744","744,Song,classical,artist-76",Artist 150,Gujarati
745,"Song,745","Song,artist-17,edm,745",Artist 179,Marathi
746,"Song,746","Song,hip-hop,artist-49,746",Artist 6,Marathi
747,"Song,747","Song,classical,artist-73,747",Artist 196,Tamil
748,"Song,748","748,Song,folk,artist-9",Artist 148,Malayalam
749,"Song,749","Song,artist-47,classical,749",Artist 98,Hindi
750,"Song,750","artist-170,Song,750,pop",Artist 123,Malayalam
751,"Song,751","Song,751,edm,artist-37",Artist 2,Malayalam
752,"Song,752","Song,752,artist-81,edm",Artist 91,Punjabi
753,"Song,753","Song,artist-96,classical,753",Artist 77,Punjabi
754,"Song,754","Song,754,artist-22,pop",Artist 193,Gujarati
755,"Song,755","Song,folk,artist-41,755",Artist 100,English
756,"Song,756","country,Song,756,artist-31",Artist 108,Marathi
757,"Song,757","country,Song,757,artist-11",Artist 138,Bengali
758,"Song,758","Song,folk,artist-154,758",Artist 192,Hindi
759,"Song,759","Song,759,artist-192,r&b",Artist 189,Punjabi
760,"Song,760","Song,artist-33,rock,760",Artist 140,Malayalam
761,"Song,761","Song,artist-109,rock,761",Artist 155,Malayalam
762,"Song,762","Song,folk,762,artist-198",Artist 57,English
763,"Song,763","Song,763,edm,artist-93",Artist 125,English
764,"Song,764","Song,artist-31,764,r&b",Artist 57,Marathi
765,"Song,765","Song,classical,artist-44,765",Artist 70,Punjabi
766,"Song,766","artist-137,Song,766,jazz",Artist 112,Hindi
767,"Song,767","Song,767,edm,artist-141",Artist 125,Hindi
768,"Song,768","Song,artist-72,768,pop",Artist 8,Gujarati
769,"Song,769","artist-116,Song,769,pop",Artist 100,Gujarati
770,"Song,770","Song,folk,770,artist-131",Artist 87,Bengali
771,"Song,771","Song,771,jazz,artist-132",Artist 172,Kannada
772,"Song,772","Song,artist-181,edm,772",Artist 174,Malayalam
773,"Song,773","773,Song,pop,artist-170",Artist 104,Gujarati
774,"Song,774","country,Song,774,artist-98",Artist 186,Bengali
775,"Song,775","Song,artist-123,775,rock",Artist 43,English
776,"Song,776","Song,hip-hop,776,artist-106",Artist 120,Malayalam
777,"Song,777","artist-88,Song,777,r&b",Artist 33,Gujarati
778,"Song,778","Song,classical,artist-39,778",Artist 160,Telugu
779,"Song,779","Song,779,artist-41,jazz",Artist 137,Marathi
780,"Song,780","Song,780,artist-77,rock",Artist 7,Gujarati
781,"Song,781","Song,folk,artist-145,781",Artist 101,Malayalam
782,"Song,782","Song,jazz,782,artist-84",Artist 152,Bengali
783,"Song,783","783,Song,hip-hop,artist-24",Artist 145,Tamil
784,"Song,784","Song,artist-13,jazz,784",Artist 170,English
785,"Song,785","Song,hip-hop,artist-125,785",Artist 7,Malayalam
786,"Song,786","artist-155,Song,folk,786",Artist 22,Hindi
787,"Song,787","Song,artist-96,jazz,787",Artist 165,Marathi
788,"Song,788","Song,artist-2,rock,788",Artist 110,Hindi
789,"Song,789","789,Song,pop,artist-153",Artist 35,Bengali
790,"Song,790","790,Song,artist-111,rock",Artist 119,Tamil
791,"Song,791","Song,artist-45,791,rock",Artist 47,English
792,"Song,792","Song,classical,792,artist-18",Artist 13,Telugu
793,"Song,793","Song,hip-hop,artist-81,793",Artist 67,Malayalam
794,"Song,794","country,Song,artist-23,794",Artist 98,Malayalam
795,"Song,795","795,Song,hip-hop,artist-126",Artist 84,Bengali
796,"Song,796","Song,jazz,796,artist-68",Artist 55,Bengali
797,"Song,797","artist-137,Song,rock,797",Artist 117,Gujarati
798,"Song,798","Song,798,pop,artist-20",Artist 84,Tamil
799,"Song,799","Song,folk,799,artist-174",Artist 87,Marathi
800,"Song,800","800,Song,classical,artist-177",Artist 195,Marathi
801,"Song,801","Song,artist-68,801,edm",Artist 98,Punjabi
802,"Song,802","artist-88,Song,802,rock",Artist 72,Kannada
803,"Song,803","artist-71,Song,803,r&b",Artist 193,Kannada
804,"Song,804","Song,artist-145,804,edm",Artist 108,Marathi
805,"Song,805","Song,805,rock,artist-44",Artist 65,Gujarati
806,"Song,806","Song,806,artist-28,pop",Artist 21,English
807,"Song,807","country,Song,artist-128,807",Artist 121,Marathi
808,"Song,808","Song,808,artist-157,edm",Artist 5,Hindi
809,"Song,809","Song,jazz,artist-179,809",Artist 192,Marathi
810,"Song,810","Song,artist-87,pop,810",Artist 139,Hindi
811,"Song,811","Song,811,artist-51,r&b",Artist 14,Bengali
812,"Song,812","Song,812,classical,artist-163",Artist 90,Kannada
813,"Song,813","Song,classical,813,artist-152",Artist 58,Punjabi
814,"Song,814","Song,814,artist-160,edm",Artist 167,Punjabi
815,"Song,815","Song,815,artist-195,r&b",Artist 18,Gujarati
816,"Song,816","Song,816,artist-200,r&b",Artist 200,Tamil
817,"Song,817","Song,folk,817,artist-32",Artist 167,Marathi
818,"Song,818","artist-25,Song,folk,818",Artist 11,Hindi
819,"Song,819","artist-25,Song,819,edm",Artist 194,Gujarati
820,"Song,820","820,Song,artist-3,pop",Artist 8,Tamil
821,"Song,821","821,Song,artist-117,edm",Artist 64,Marathi
822,"Song,822","822,Song,hip-hop,artist-92",Artist 52,Punjabi
823,"Song,823","artist-43,Song,hip-hop,823",Artist 6,Kannada
824,"Song,824","artist-94,Song,824,pop",Artist 160,Tamil
825,"Song,825","Song,artist-15,825,r&b",Artist 40,Gujarati
826,"Song,826","Song,folk,artist-157,826",Artist 62,Hindi
827,"Song,827","country,Song,artist-72,827",Artist 33,Punjabi
828,"Song,828","Song,folk,828,artist-186",Artist 122,Bengali
829,"Song,829","Song,jazz,829,artist-37",Artist 172,Kannada
830,"Song,830","Song,folk,830,artist-78",Artist 30,Marathi
831,"Song,831","country,Song,artist-113,831",Artist 145,Tamil
832,"Song,832","Song,hip-hop,artist-60,832",Artist 56,Bengali
833,"Song,833","833,Song,classical,artist-138",Artist 120,Hindi
834,"Song,834","country,Song,artist-7,834",Artist 180,Kannada
835,"Song,835","Song,835,classical,artist-120",Artist 66,Bengali
836,"Song,836","Song,artist-62,jazz,836",Artist 197,Marathi
837,"Song,837","Song,artist-130,837,pop",Artist 95,English
838,"Song,838","Song,artist-15,838,rock",Artist 43,Marathi
839,"Song,839","Song,folk,artist-175,839",Artist 156,Punjabi
840,"Song,840","840,Song,jazz,artist-20",Artist 156,Tamil
841,"Song,841","country,Song,artist-144,841",Artist 192,Telugu
842,"Song,842","Song,artist-50,classical,842",Artist 184,Marathi
843,"Song,843","Song,classical,artist-19,843",Artist 30,Malayalam
844,"Song,844","Song,folk,844,artist-67",Artist 200,Telugu
845,"Song,845","Song,845,classical,artist-168",Artist 42,Telugu
846,"Song,846","Song,artist-26,846,r&b",Artist 80,Tamil
847,"Song,847","847,Song,artist-200,edm",Artist 28,Tamil
848,"Song,848","Song,folk,artist-55,848",Artist 149,Hindi
849,"Song,849","Song,artist-108,rock,849",Artist 7,Punjabi
850,"Song,850","Song,artist-194,jazz,850",Artist 80,Hindi
851,"Song,851","851,Song,artist-60,r&b",Artist 148,Bengali
852,"Song,852","Song,artist-99,852,edm",Artist 174,Bengali
853,"Song,853","Song,853,artist-166,r&b",Artist 97,Bengali
854,"Song,854","854,Song,artist-32,edm",Artist 102,English
855,"Song,855","Song,artist-103,pop,855",Artist 184,Marathi
856,"Song,856","856,Song,classical,artist-45",Artist 51,Gujarati
857,"Song,857","Song,hip-hop,857,artist-141",Artist 20,Tamil
858,"Song,858","country,Song,858,artist-176",Artist 152,Gujarati
